context,p,decision
68,0,"[np.float64(-0.3986151794227498), np.float64(-0.16554424039274945)]"
68,1,"[-0.22590192218927344, -0.05305601947246416]"
68,2,"[-0.299294489479762, -0.15536800259651012]"
68,3,"[-0.24922876674394304, -0.10621415763266612]"
69,0,"[np.float64(0.03810225641245926), np.float64(0.04298313213121267)]"
69,1,"[-0.024426166689893378, 0.06332102573499353]"
69,2,"[0.019470452423450663, 0.03363016600149307]"
69,3,"[0.017473972705410817, 0.034944589390118394]"
70,0,"[np.float64(0.43555567341763474), np.float64(0.19307395702843574)]"
70,1,"[0.2519200881187458, 0.1697700265790591]"
70,2,"[0.36758657649057336, 0.19164553737979806]"
70,3,"[np.float64(0.44115147371010655), np.float64(0.19588239730740944)]"
71,0,"[np.float64(-0.04306848100160725), np.float64(0.16022333554085755)]"
71,1,"[-0.0729309144925408, 0.15686541786266495]"
71,2,"[-0.05777711349187652, 0.14822329904010528]"
71,3,"[-0.06914664049862929, 0.1479016625314556]"
72,0,"[np.float64(0.2838089217809905), np.float64(0.04615937167152351)]"
72,1,"[-0.05374435914795955, -0.019182065237052442]"
72,2,"[0.15046334898904476, -0.00044985877727690693]"
72,3,"[0.11264048331915882, -0.008825068915401392]"
73,0,"[np.float64(0.3163852963119236), np.float64(-0.23909228168049565)]"
73,1,"[0.2568197581164807, -0.22751184213050776]"
73,2,"[0.26002772077782615, -0.22738192490621673]"
73,3,"[np.float64(0.3361258208337083), np.float64(-0.24583435024267625)]"
74,0,"[np.float64(0.2779902574182692), np.float64(-0.2664462874587694)]"
74,1,"[0.3990081813998806, -0.054642127703157954]"
74,2,"[0.35697458563767925, -0.13845442673566136]"
74,3,"[np.float64(0.2974994962980929), np.float64(-0.21904727386047343)]"
0,0,"[np.float64(-0.5897117152908701), np.float64(0.4366114118519705)]"
0,1,"[-0.1716051411842627, 0.2453562278591811]"
0,2,"[-0.4331727301132055, 0.4095868160740793]"
0,3,"[np.float64(-0.520459713318004), np.float64(0.44334984802101807)]"
1,0,"[np.float64(-0.5827065118851775), np.float64(-0.1185975465076098)]"
1,1,"[-0.20703832989601034, -0.03892675285156037]"
1,2,"[-0.37492632462606096, -0.07912537527589361]"
1,3,"[np.float64(-0.583666669449558), np.float64(-0.12303226188732046)]"
2,0,"[np.float64(-0.3931423428427182), np.float64(-0.13651863294657735)]"
2,1,"[-0.45872674413231473, 0.048793636399811685]"
2,2,"[-0.4043897325275999, -0.07213173425664088]"
2,3,"[np.float64(-0.37032108776984607), np.float64(-0.146556574583096)]"
3,0,"[np.float64(0.02387145280197729), np.float64(-0.24539061557011999)]"
3,1,"[0.1007749908979295, -0.20845931800871817]"
3,2,"[0.04449075632268393, -0.20368276628903098]"
3,3,"[0.06475703411985384, -0.20257313203863925]"
4,0,"[np.float64(0.11669726295729338), np.float64(-0.0015299325608706497)]"
4,1,"[0.08490464850332877, -0.02470704235237532]"
4,2,"[0.06897600730955677, -0.011343246268430517]"
4,3,"[np.float64(0.0866325089162386), np.float64(-0.0025408762848881244)]"
5,0,"[np.float64(-0.4044573100923668), np.float64(0.2158712000476956)]"
5,1,"[-0.20285769117662486, 0.11942456819570745]"
5,2,"[-0.261103199328181, 0.11699097092860665]"
5,3,"[np.float64(-0.3530017583344782), np.float64(0.1735398554722371)]"
6,0,"[np.float64(0.047359492908636835), np.float64(0.13996522554558563)]"
6,1,"[0.13467426701679525, -0.0657899583695517]"
6,2,"[0.09448053246522123, 0.05806855806202149]"
6,3,"[np.float64(0.07221156482219193), np.float64(0.11259650721219938)]"
7,0,"[np.float64(0.41051768150393303), np.float64(-0.06819379233631498)]"
7,1,"[0.04947464854825609, -0.039647182977498974]"
7,2,"[0.24193283348819206, -0.0511151303155149]"
7,3,"[np.float64(0.28731252940280705), np.float64(-0.05153140109393761)]"
8,0,"[np.float64(-0.18297639545840233), np.float64(-0.08099857152848977)]"
8,1,"[-0.09126118931987673, -0.041754017054095954]"
8,2,"[-0.1382425740825699, -0.07797985050200558]"
8,3,"[np.float64(-0.1933013779388753), np.float64(-0.08844077310620399)]"
9,0,"[np.float64(-0.15750174796584898), np.float64(-0.10143378859527578)]"
9,1,"[-0.1349114800534561, -0.09750279924494694]"
9,2,"[-0.14505656955926866, -0.0894110551182147]"
9,3,"[np.float64(-0.16339140271455382), np.float64(-0.0920125984026516)]"
10,0,"[np.float64(-0.10784087179632769), np.float64(-0.10397606066724871)]"
10,1,"[-0.14681157786855237, -0.08924386506675566]"
10,2,"[-0.11002683449201536, -0.10291223336844585]"
10,3,"[-0.12485248380415544, -0.09926216103153766]"
11,0,"[np.float64(-0.7552518012501446), np.float64(0.06610150155041217)]"
11,1,"[-0.42252943194667497, -0.0013624354768534477]"
11,2,"[-0.4586108981602274, 0.019306600874893692]"
11,3,"[np.float64(-0.6654112269936899), np.float64(0.07740621927789286)]"
12,0,"[np.float64(-0.2320464082319583), np.float64(-0.017627585053811175)]"
12,1,"[-0.22037914300737044, 0.020784930674032188]"
12,2,"[-0.23531048111856845, -0.007472180315739409]"
12,3,"[np.float64(-0.22958754408864832), np.float64(-0.020149514295895572)]"
13,0,"[np.float64(-0.14776116717396873), np.float64(-0.3743497701425365)]"
13,1,"[0.03705235168137297, -0.281677605658718]"
13,2,"[-0.0404026499221525, -0.3380144156238538]"
13,3,"[np.float64(-0.16975767728823976), np.float64(-0.40643593221442953)]"
14,0,"[np.float64(-0.3580816856047337), np.float64(0.07275296200728631)]"
14,1,"[-0.14194884664338905, 0.10642370450606628]"
14,2,"[-0.2758021862547536, 0.07275296200728631]"
14,3,"[np.float64(-0.356799971145488), np.float64(0.062018006309359434)]"
15,0,"[np.float64(-0.061529385208779666), np.float64(0.28093978648492)]"
15,1,"[-0.020402419063623566, 0.0029252687982933793]"
15,2,"[-0.01407558613519018, 0.1485249860256207]"
15,3,"[np.float64(-0.01832214271889851), np.float64(0.28050949381570545)]"
16,0,"[np.float64(0.1381720301143507), np.float64(-0.12629509856027707)]"
16,1,"[0.22268989723990387, -0.2122447429740244]"
16,2,"[0.14867094704998135, -0.14689386550794736]"
16,3,"[np.float64(0.11290185942217656), np.float64(-0.08399881715746749)]"
17,0,"[np.float64(-0.376456787214593), np.float64(-0.24887458553658487)]"
17,1,"[-0.48655944499012016, 0.0853763313043808]"
17,2,"[-0.4189904731923355, -0.021430944692113707]"
17,3,"[np.float64(-0.376456787214593), np.float64(-0.24887458553658487)]"
18,0,"[np.float64(0.648823603962867), np.float64(0.12260551031069271)]"
18,1,"[0.06989172879018792, 0.13711560910112963]"
18,2,"[0.23246706758243052, 0.11299874492866054]"
18,3,"[np.float64(0.4333542329411938), np.float64(0.08998128438832603)]"
19,0,"[np.float64(-0.13039963342704808), np.float64(0.795445187222482)]"
19,1,"[-0.2012178682949953, 0.5607561067480843]"
19,2,"[-0.13755306786902044, 0.6880348041197947]"
19,3,"[np.float64(-0.12230221724165567), np.float64(0.7396310357123187)]"
20,0,"[np.float64(0.49552952547798146), np.float64(0.22141152196716468)]"
20,1,"[0.16293576888117783, 0.131375521031382]"
20,2,"[0.3324629580560073, 0.14516852940551328]"
20,3,"[0.29821091220738255, 0.13531540625765817]"
21,0,"[np.float64(-0.3835952282504071), np.float64(0.21856093725390424)]"
21,1,"[-0.12252248633528055, 0.03899957871885451]"
21,2,"[-0.23185707424787538, 0.09527853025407013]"
21,3,"[-0.1644639569270228, 0.06327061454318325]"
22,0,"[np.float64(0.10489297484054907), np.float64(-0.09111501898125578)]"
22,1,"[0.13553370698674297, -0.0015032553200027485]"
22,2,"[0.13414824597806577, -0.002745784772583762]"
22,3,"[np.float64(0.10204546251562087), np.float64(-0.10629463472398143)]"
23,0,"[np.float64(-0.5860564733688751), np.float64(-0.16501114117654)]"
23,1,"[-0.33408260119425554, -0.12845256694811952]"
23,2,"[-0.530668343765115, -0.16066306866285834]"
23,3,"[-0.506608002730187, -0.15075552021198965]"
24,0,"[np.float64(-0.015646900391288354), np.float64(0.031924082490564026)]"
24,1,"[-0.02714316396476152, -0.035064725487044646]"
24,2,"[-0.03402085740719566, -0.019634007114503308]"
24,3,"[-0.035676290534404784, -0.026174841159309147]"
25,0,"[np.float64(-0.11302816758060541), np.float64(0.5335734890922406)]"
25,1,"[0.04526060299512774, 0.16064253701434061]"
25,2,"[0.006003325995473048, 0.3698599467846439]"
25,3,"[np.float64(-0.08219114708302092), np.float64(0.5714924102119885)]"
26,0,"[np.float64(0.28231223991275867), np.float64(0.18474461131750297)]"
26,1,"[0.3220221792946826, 0.22053382979682284]"
26,2,"[0.3105805071351053, 0.21281635281372677]"
26,3,"[np.float64(0.2775152641152075), np.float64(0.18057860125444103)]"
27,0,"[np.float64(-0.10501893487554478), np.float64(0.3632405117541175)]"
27,1,"[-0.1042027866158268, 0.4195191622417306]"
27,2,"[-0.10293378632036523, 0.4082445658718509]"
27,3,"[np.float64(-0.10567197821316869), np.float64(0.3805531786816069)]"
28,0,"[np.float64(0.21839052139406567), np.float64(0.037825099497913156)]"
28,1,"[0.39754655900613506, 0.03249558083138579]"
28,2,"[0.3032678753830297, 0.024465536694778856]"
28,3,"[np.float64(0.238249427903133), np.float64(0.03237044260111942)]"
29,0,"[np.float64(-0.022604758945308084), np.float64(-0.16158105065708228)]"
29,1,"[0.01910688945049678, -0.20934263451332186]"
29,2,"[0.0031189025036216164, -0.20825886798334647]"
29,3,"[-0.02162413034707651, -0.16596348390521679]"
30,0,"[np.float64(-0.07104535581730975), np.float64(-0.09158998714319781)]"
30,1,"[0.002374762328901492, -0.10232924546977923]"
30,2,"[-0.0217683690259776, -0.10141023418877801]"
30,3,"[np.float64(-0.09754651955799383), np.float64(-0.08615063004462814)]"
31,0,"[np.float64(0.20434118032481302), np.float64(-0.14371186388829668)]"
31,1,"[0.20952995069017122, -0.14694159929076836]"
31,2,"[0.21190296552067248, -0.1463227462766218]"
31,3,"[np.float64(0.2003900527259072), np.float64(-0.14363197401694394)]"
32,0,"[np.float64(0.1467028672598494), np.float64(-0.40933532058376143)]"
32,1,"[-0.03593286372082399, -0.21128820076006896]"
32,2,"[0.13252711738982356, -0.3820674748907253]"
32,3,"[np.float64(0.17159145196763925), np.float64(-0.42381394886287593)]"
33,0,"[np.float64(0.15700665158642776), np.float64(0.13041266880533417)]"
33,1,"[0.20569806334746504, 0.22828650267939332]"
33,2,"[0.1651163341660674, 0.1453162392861272]"
33,3,"[np.float64(0.15139921247356503), np.float64(0.12027843845819067)]"
34,0,"[np.float64(0.031522196279521006), np.float64(-0.32562792554026176)]"
34,1,"[0.021246419091851237, -0.28913369854842325]"
34,2,"[0.03152219627952099, -0.33131010236933683]"
34,3,"[0.01868423597233561, -0.30102904940214564]"
35,0,"[np.float64(0.5596737838005926), np.float64(-0.025039767083062152)]"
35,1,"[0.13978400286795967, -0.09419333782666882]"
35,2,"[0.16593955733740104, -0.09342751689491477]"
35,3,"[0.24915204126275858, -0.07886124601400481]"
36,0,"[np.float64(-0.11764562677106252), np.float64(-0.2792331883189785)]"
36,1,"[-0.10837570054810253, 0.04145889088026307]"
36,2,"[-0.11306476461820575, -0.1793802691863226]"
36,3,"[np.float64(-0.11417590195836289), np.float64(-0.2014292713644535)]"
37,0,"[np.float64(0.030177110113356484), np.float64(-0.0680000951605912)]"
37,1,"[0.02026885185191732, -0.11270382419213162]"
37,2,"[0.020542245680967006, -0.11257333785000037]"
37,3,"[np.float64(0.0320855294437333), np.float64(-0.06823544835755291)]"
38,0,"[np.float64(-0.026602563194172556), np.float64(-0.25797139038715233)]"
38,1,"[-0.03716700310487174, -0.219110895278361]"
38,2,"[-0.005752366511004678, -0.30431955562135876]"
38,3,"[np.float64(-0.029433940301021616), np.float64(-0.333303211296629)]"
39,0,"[np.float64(-0.08866500935990135), np.float64(-0.29711333994042394)]"
39,1,"[0.022625723034746442, -0.03276132507944396]"
39,2,"[0.014612887489778313, -0.05717009490476453]"
39,3,"[np.float64(-0.11708750574855115), np.float64(-0.27826450566627564)]"
40,0,"[np.float64(-0.15282665456336017), np.float64(0.19485457881694512)]"
40,1,"[-0.10399940421674858, 0.12733418574656144]"
40,2,"[-0.15113997729966555, 0.19116979040553334]"
40,3,"[-0.13388886533941954, 0.1570269512622152]"
41,0,"[np.float64(0.011470470860098045), np.float64(-0.5531911146546622)]"
41,1,"[-0.02961677257075356, 0.0328101426859484]"
41,2,"[0.009960236981149721, -0.2326373569365261]"
41,3,"[np.float64(0.015255078946909945), np.float64(-0.4533492292752921)]"
42,0,"[np.float64(-0.5127848567847361), np.float64(-0.20756572573112975)]"
42,1,"[-0.06512148437858656, -0.1615847420669431]"
42,2,"[-0.22504974845639908, -0.192726062731272]"
42,3,"[np.float64(-0.4021414941499735), np.float64(-0.21633040799784553)]"
43,0,"[np.float64(-0.1540290523610593), np.float64(0.09883510386655595)]"
43,1,"[0.034658227980550405, 0.06926509209777677]"
43,2,"[-0.010286616392872788, 0.08703693311310323]"
43,3,"[np.float64(-0.20244680928487926), np.float64(0.10909776047075553)]"
44,0,"[np.float64(0.10389354790650447), np.float64(0.14351026168706063)]"
44,1,"[0.18116521544320874, 0.040971813976194885]"
44,2,"[0.11380408051524657, 0.13282513385774516]"
44,3,"[0.1551061120747532, 0.08151738262357473]"
45,0,"[np.float64(0.5896237487789063), np.float64(0.1290777989970609)]"
45,1,"[0.41365745683525956, 0.23095107962357003]"
45,2,"[0.4931067867862101, 0.14875004334406158]"
45,3,"[np.float64(0.5408245214627825), np.float64(0.11618421812023011)]"
46,0,"[np.float64(0.191469676519952), np.float64(0.35297045289309115)]"
46,1,"[0.04760593935033436, 0.4031502073706745]"
46,2,"[0.10858474564878688, 0.38716862429576526]"
46,3,"[0.07590482382006161, 0.4019749789686832]"
47,0,"[np.float64(-0.3328299498187179), np.float64(-0.22181237669377643)]"
47,1,"[-0.04780615457769248, -0.05847719993004889]"
47,2,"[-0.17024833959859387, -0.1351112496456725]"
47,3,"[np.float64(-0.329688937415347), np.float64(-0.21440481396443012)]"
48,0,"[np.float64(0.003668841505879872), np.float64(-0.03732366584927934)]"
48,1,"[-0.017070194069442577, 0.14288037383244184]"
48,2,"[-0.006706408818069838, 0.08616008547447151]"
48,3,"[-0.010824763752063829, 0.10975833109011199]"
49,0,"[np.float64(0.12231488751217981), np.float64(-0.08785618644342427)]"
49,1,"[0.016664960106208784, -0.07921511635645759]"
49,2,"[0.1434172950087551, -0.08998756873658431]"
49,3,"[np.float64(0.19293346478064496), np.float64(-0.09172258603748921)]"
50,0,"[np.float64(-0.29170611183283013), np.float64(-0.04519335590902125)]"
50,1,"[-0.18442759181566734, 0.08681862892709116]"
50,2,"[-0.24919329341715388, 0.02544034992837795]"
50,3,"[np.float64(-0.2763121663178172), np.float64(-0.0006692817561351799)]"
51,0,"[np.float64(-0.2025795768456263), np.float64(0.33206065123161005)]"
51,1,"[-0.12289967261962378, 0.07704022362703891]"
51,2,"[-0.1644755820590059, 0.1923119371709366]"
51,3,"[-0.13827570565443625, 0.10998953449018706]"
52,0,"[np.float64(0.01723632331917179), np.float64(0.12901729473454057)]"
52,1,"[0.07117687044664375, 0.16494368484282312]"
52,2,"[0.030336752518562222, 0.13384903295639225]"
52,3,"[0.023931704155878017, 0.13147099521784283]"
53,0,"[np.float64(0.1887441001707807), np.float64(-0.3563632576790606)]"
53,1,"[0.2034044798578049, 0.04718969533440544]"
53,2,"[0.18595103664877966, -0.12884637852490927]"
53,3,"[np.float64(0.18838315054650162), np.float64(-0.19951874826755353)]"
54,0,"[np.float64(-0.133126445450835), np.float64(-0.21175359485140743)]"
54,1,"[-0.12596297512488577, -0.2714063696590242]"
54,2,"[-0.12159004464607259, -0.2279683560340503]"
54,3,"[np.float64(-0.13878209247528447), np.float64(-0.20529909505923793)]"
55,0,"[np.float64(0.08355271566146849), np.float64(0.0317498891069406)]"
55,1,"[0.020847796690338795, -0.17474817549586708]"
55,2,"[0.05950425528869449, -0.08091619673148212]"
55,3,"[np.float64(0.09223160784446216), np.float64(-0.009631434859274646)]"
56,0,"[np.float64(-0.2121661588692661), np.float64(0.02402726461500238)]"
56,1,"[-0.18888921969761258, -0.1674103776695869]"
56,2,"[-0.20121149870907967, -0.06414792541275062]"
56,3,"[-0.18517705118629849, -0.11488851082431298]"
57,0,"[np.float64(-0.5112539036431174), np.float64(0.2399778452524914)]"
57,1,"[-0.03398052136510743, 0.37013327298814974]"
57,2,"[-0.20012443055065487, 0.2990679765616704]"
57,3,"[np.float64(-0.3033688308580907), np.float64(0.2739147853070645)]"
58,0,"[np.float64(0.5038686026015414), np.float64(0.14345604921575741)]"
58,1,"[0.49011852241604736, 0.03978317657932137]"
58,2,"[0.5038686026015415, 0.1400099947641593]"
58,3,"[np.float64(0.5085574110392657), np.float64(0.16723615010580964)]"
59,0,"[np.float64(-0.1879132385247651), np.float64(-0.26168867504239024)]"
59,1,"[-0.14121890097527695, -0.2105700117563262]"
59,2,"[-0.16559949862362164, -0.23903393235692758]"
59,3,"[-0.13994194144435262, -0.21249811037739547]"
60,0,"[np.float64(0.15775610673126067), np.float64(0.17188791146745164)]"
60,1,"[0.18271845882465, -0.1268788834343404]"
60,2,"[0.15808588221627212, 0.05714413396590516]"
60,3,"[np.float64(0.15106966045634979), np.float64(0.13787934495447818)]"
61,0,"[np.float64(-0.22754721840147174), np.float64(0.21760590370418068)]"
61,1,"[-0.2911679510854326, 0.26240965944926176]"
61,2,"[-0.25351862798025726, 0.22397578605118046]"
61,3,"[np.float64(-0.224445304475256), np.float64(0.20270065708175541)]"
62,0,"[np.float64(-0.4689672224985503), np.float64(0.22261794345355135)]"
62,1,"[-0.3447618427485858, 0.1336398548769473]"
62,2,"[-0.404619360855229, 0.21087610708703083]"
62,3,"[np.float64(-0.4489322178721583), np.float64(0.23416888220970947)]"
63,0,"[np.float64(0.570897226129244), np.float64(-0.5150079536308786)]"
63,1,"[0.3125871593898222, -0.15851960549191518]"
63,2,"[0.47603005300805395, -0.3110685407981704]"
63,3,"[0.3818503925726443, -0.22647521893746633]"
64,0,"[np.float64(0.21347922772530492), np.float64(0.07340797841784455)]"
64,1,"[0.1270589412719273, 0.09820584726899548]"
64,2,"[0.1654475186808619, 0.07673870789587073]"
64,3,"[np.float64(0.22697835888714038), np.float64(0.07601719911039054)]"
65,0,"[np.float64(0.3843716283519767), np.float64(0.08205730822961475)]"
65,1,"[0.3826273083679156, 0.2299560607128342]"
65,2,"[0.3736242317330079, 0.13624587181188727]"
65,3,"[0.3709645776987936, 0.20104993823044126]"
66,0,"[np.float64(-0.23057267393207953), np.float64(-0.29980269903703266)]"
66,1,"[-0.0075614373439562566, -0.1605071715441449]"
66,2,"[-0.02319944707923329, -0.1800072657162876]"
66,3,"[np.float64(-0.11359743035936325), np.float64(-0.26869209852756537)]"
67,0,"[np.float64(0.006368120956327543), np.float64(-0.5440929430427095)]"
67,1,"[-0.01864939481756137, -0.5511030751724435]"
67,2,"[0.004658104565423413, -0.5445284684682372]"
67,3,"[0.004658112088127185, -0.5445284744155439]"
68,0,"[np.float64(-0.01695508033006295), np.float64(0.22272622988298305)]"
68,1,"[-0.3042188011314628, -0.07845841918340578]"
68,2,"[-0.300953521957705, -0.07524976043430713]"
68,3,"[-0.21019503778372595, 0.02484606319890971]"
69,0,"[np.float64(-0.15294260928387393), np.float64(0.04628530237629627)]"
69,1,"[0.003542141193227266, -0.04085214078995286]"
69,2,"[-0.07118308550967997, -4.8136117136110546e-05]"
69,3,"[np.float64(-0.10727064682053863), np.float64(0.03250750508016895)]"
70,0,"[np.float64(-0.027577273374022215), np.float64(0.3849078418781427)]"
70,1,"[-0.06499542410803129, 0.5231351881189439]"
70,2,"[-0.034220174534632004, 0.4618889731210875]"
70,3,"[-0.04393612734696738, 0.5068223389099744]"
71,0,"[np.float64(-0.13979047335439526), np.float64(-0.08370146789897534)]"
71,1,"[-0.19964833173497312, -0.0779686579200141]"
71,2,"[-0.19970207006604224, -0.07499351887312264]"
71,3,"[np.float64(-0.12243527289290154), np.float64(-0.0912836166493528)]"
72,0,"[np.float64(-0.07760410741677223), np.float64(0.1704517246962512)]"
72,1,"[0.04054118017124794, 0.13972791381279145]"
72,2,"[-0.0704227993759372, 0.17947882811383636]"
72,3,"[np.float64(-0.09798504595537), np.float64(0.1832670030829634)]"
73,0,"[np.float64(0.16728342338195723), np.float64(0.2928034732274957)]"
73,1,"[-0.014112567222210937, 0.40957355026529774]"
73,2,"[0.07737830787880724, 0.3762510147493282]"
73,3,"[np.float64(0.11534719461018966), np.float64(0.36003270781889857)]"
74,0,"[np.float64(0.2964295956655727), np.float64(0.07925038703548079)]"
74,1,"[0.3119259800113077, 0.09709036901127799]"
74,2,"[0.30044776350532926, 0.05750607267494498]"
74,3,"[np.float64(0.2952665032179287), np.float64(0.05215006859787825)]"
0,0,"[np.float64(-0.09885665391212031), np.float64(-0.5755216724661998)]"
0,1,"[-0.34699416249175336, -0.26947007750015195]"
0,2,"[-0.24157507636230127, -0.4380547395884625]"
0,3,"[-0.3271122427660577, -0.3190332260296376]"
1,0,"[np.float64(-0.0665314424825737), np.float64(0.04458400852069103)]"
1,1,"[-0.09721507826029646, 0.1635070910509181]"
1,2,"[-0.09496164255002618, 0.1431206773381002]"
1,3,"[np.float64(-0.04252370264284096), np.float64(0.02404757410156655)]"
2,0,"[np.float64(-0.40589298612886787), np.float64(-0.1872377683478377)]"
2,1,"[-0.31836605700706844, -0.09264054562190982]"
2,2,"[-0.3546885182576902, -0.16999727692289518]"
2,3,"[-0.3603891693841219, -0.17568108631902102]"
3,0,"[np.float64(0.03444216986911393), np.float64(-0.27390343094468295)]"
3,1,"[-0.06885459423426805, -0.018561291783346808]"
3,2,"[-0.045401962279686583, -0.11157594597142508]"
3,3,"[np.float64(-0.009830764366792616), np.float64(-0.21640213690859866)]"
4,0,"[np.float64(0.16657418264807025), np.float64(-0.06359607836007006)]"
4,1,"[0.12137308543841263, 0.015418277659783187]"
4,2,"[0.1617315767407141, -0.053712517873314214]"
4,3,"[0.1454990732886174, -0.022089274096712186]"
5,0,"[np.float64(-0.18232201501869402), np.float64(-0.36288068713538935)]"
5,1,"[-0.17481115165413388, -0.32594539487142576]"
5,2,"[-0.19463096693829388, -0.34388152603524436]"
5,3,"[np.float64(-0.18232201501869402), np.float64(-0.36288068713538935)]"
6,0,"[np.float64(0.4892945529316941), np.float64(0.2929295765073144)]"
6,1,"[0.4297074338617042, 0.12380979140350519]"
6,2,"[0.4438884506625646, 0.16411002343727965]"
6,3,"[0.44138008440091303, 0.15843363186470155]"
7,0,"[np.float64(-0.6577868738089563), np.float64(-0.04341857819115372)]"
7,1,"[-0.3031383647872381, 0.027890855511728208]"
7,2,"[-0.367203198869472, 0.015240109272585796]"
7,3,"[np.float64(-0.6577868738089563), np.float64(-0.04341857819115372)]"
8,0,"[np.float64(-0.07930054616807355), np.float64(-0.15289240038600976)]"
8,1,"[-0.16982752639347032, -0.2447052345084551]"
8,2,"[-0.07385748114775414, -0.18011034250548777]"
8,3,"[-0.0692810725275142, -0.1762302038538607]"
9,0,"[np.float64(0.004765427002017309), np.float64(-0.20280436870802981)]"
9,1,"[0.29240784395213326, -0.2777505654613476]"
9,2,"[0.26194494622751435, -0.25485183287986546]"
9,3,"[0.25362233935680234, -0.25006173589638525]"
10,0,"[np.float64(0.21808097980823654), np.float64(0.29846381157173385)]"
10,1,"[-0.016756069959993104, 0.19785108200745408]"
10,2,"[0.11756521408283807, 0.2570681932342584]"
10,3,"[np.float64(0.19506346594972146), np.float64(0.2899877243001083)]"
11,0,"[np.float64(0.20198721394861574), np.float64(-0.1077310267985035)]"
11,1,"[0.3006488467711554, -0.02712108722918409]"
11,2,"[0.28537775676489135, -0.06689677437999028]"
11,3,"[0.27043631794754447, -0.08064735377833844]"
12,0,"[np.float64(0.04164491306109403), np.float64(0.3378027627805803)]"
12,1,"[-0.011539194853458867, 0.11105318631853517]"
12,2,"[-0.010415359818461029, 0.12469735037968789]"
12,3,"[np.float64(0.055163884428535266), np.float64(0.319714146021716)]"
13,0,"[np.float64(0.2973594218865554), np.float64(0.035455275143953566)]"
13,1,"[0.1569570809077875, -0.12285213254454745]"
13,2,"[0.2516450806957038, -0.02356843446677398]"
13,3,"[0.19235005373879882, -0.0926483751506186]"
14,0,"[np.float64(-0.41140926910580294), np.float64(0.010553584579865993)]"
14,1,"[-0.3252215503622797, 0.06342992474246628]"
14,2,"[-0.3692435632722054, 0.03151150237783884]"
14,3,"[np.float64(-0.4035545829359744), np.float64(0.010634712238700814)]"
15,0,"[np.float64(-0.5023453105520217), np.float64(0.08055862186873554)]"
15,1,"[-0.02828967999940158, 0.22549623437632674]"
15,2,"[-0.27390643408275384, 0.1685765372046249]"
15,3,"[np.float64(-0.499022435139445), np.float64(0.09603444553866285)]"
16,0,"[np.float64(0.1656169389443218), np.float64(-0.006142550877016942)]"
16,1,"[0.21630203194050382, -0.05746711581809286]"
16,2,"[0.22424748121889662, -0.025903133488377125]"
16,3,"[np.float64(0.19079331796411525), np.float64(-0.00898776638134953)]"
17,0,"[np.float64(-0.17011511688530706), np.float64(-0.15339537725056113)]"
17,1,"[-0.09355486700325356, -0.04888446023589163]"
17,2,"[-0.1303783794696446, -0.08953006220375347]"
17,3,"[-0.10625800701078622, -0.05309954038822773]"
18,0,"[np.float64(-0.2091237193355558), np.float64(0.3257335944489841)]"
18,1,"[-0.13704554259438922, 0.24026063984709578]"
18,2,"[-0.20299059943018707, 0.25802271184979686]"
18,3,"[-0.18036629370517976, 0.24856338313951087]"
19,0,"[np.float64(0.06544046256460818), np.float64(0.18706808369767558)]"
19,1,"[0.00988376654569743, -0.02774116616001212]"
19,2,"[-0.00026337379887881457, 0.052615127743928645]"
19,3,"[-0.0002177776720741209, 0.10476345890072154]"
20,0,"[np.float64(0.11623785607245829), np.float64(-0.1087534805061971)]"
20,1,"[0.09096704587195563, -0.07639294306807709]"
20,2,"[0.11026868328185957, -0.10137899545382484]"
20,3,"[0.11225938391671406, -0.10383279703563204]"
21,0,"[np.float64(-0.07505515908921713), np.float64(0.06751973631260426)]"
21,1,"[0.0728232385038218, 0.206982581759949]"
21,2,"[0.021423988761715168, 0.12023747914681514]"
21,3,"[np.float64(-0.06974134420253422), np.float64(0.027413819081121477)]"
22,0,"[np.float64(0.48935678111271674), np.float64(0.24516877310969165)]"
22,1,"[0.42240781458435084, 0.13072315599541626]"
22,2,"[0.47283703420487333, 0.1863281315968548]"
22,3,"[np.float64(0.49741499590513494), np.float64(0.23207591531387495)]"
23,0,"[np.float64(-0.2672904806965373), np.float64(-0.15014675131018385)]"
23,1,"[-0.008757121113424582, -0.17186467711058065]"
23,2,"[-0.091023297056658, -0.15369347022980437]"
23,3,"[np.float64(-0.2800992260092025), np.float64(-0.15042194459722774)]"
24,0,"[np.float64(-0.0031589983135988237), np.float64(0.23967005432147365)]"
24,1,"[0.11445269573822907, 0.0399174437501071]"
24,2,"[0.05096195006610915, 0.11919422111543768]"
24,3,"[np.float64(0.03723308932280134), np.float64(0.15268438896362008)]"
25,0,"[np.float64(-0.19144016486985554), np.float64(-0.12790970127571694)]"
25,1,"[-0.03044534360150987, -0.13237984660780677]"
25,2,"[-0.16689733413335958, -0.11578390232980967]"
25,3,"[np.float64(-0.19144016486985554), np.float64(-0.12790970127571694)]"
26,0,"[np.float64(-0.1971419831427056), np.float64(0.039842518424200224)]"
26,1,"[0.10805844032718082, 0.06230897643040248]"
26,2,"[-0.09317180482464338, 0.040080698429404614]"
26,3,"[np.float64(-0.17650477264580916), np.float64(0.03316747595438054)]"
27,0,"[np.float64(0.008570998623772766), np.float64(-0.39830481208683943)]"
27,1,"[-0.03061136473084751, -0.1162233724351716]"
27,2,"[-0.0012852136098883008, -0.3042006996918054]"
